node_1|node_2|edge|chunk_id|node_3|node_4|level
handling of communication with national competent authorities, competent authorities, including sectoral ones, providing or supporting the access to data, notified bodies, other operators, customers or other interested parties|article 62|Additionally, handling of communication with national competent authorities, competent authorities, including sectoral ones, providing or supporting the access to data, notified bodies, other operators, customers or other interested parties is implemented for providers that are credit institutions regulated by Directive 2013/36/EU.|3d29b29cb788401ebc499b50f7ae44f9|||
quality management system|article 74 of directive 2013/36/eu|For providers that are credit institutions regulated by Directive 2013/36/EU, the obligation to put a quality management system in place shall be deemed to be fulfilled by complying with the rules on internal governance arrangements, processes and mechanisms pursuant to Article 74 of that Directive. In that context, any harmonized standards referred to in Article 40 of this Regulation shall be taken into account.|3d29b29cb788401ebc499b50f7ae44f9|||
internal governance arrangements, processes and mechanisms|article 74 of directive 2013/36/eu|For providers that are credit institutions regulated by Directive 2013/36/EU, implementing quality management system is fulfilled by complying with internal governance arrangements, processes and mechanisms pursuant to Article 74 of that Directive.|3d29b29cb788401ebc499b50f7ae44f9|||
harmonized standards referred to in article 40 of this regulation|article 74 of directive 2013/36/eu|For providers that are credit institutions regulated by Directive 2013/36/EU, any harmonized standards referred to in Article 40 of this Regulation shall be taken into account while implementing quality management system and internal governance arrangements, processes and mechanisms pursuant to Article 74 of that Directive.|3d29b29cb788401ebc499b50f7ae44f9|||
resource management, including security of supply related measures|paragraph 1|In accordance with Paragraph 1, resource management, including security of supply related measures are implemented.|3d29b29cb788401ebc499b50f7ae44f9|||
technical documentation|annex iv|Providers of high-risk AI systems shall draw up the technical documentation referred to in Article 11 in accordance with Annex IV.|71c6ade6c55c433f9ebf7f6f00eee50d|||
credit institutions regulated by directive 2013/36/eu|technical documentation|Providers that are credit institutions regulated by Directive 2013/36/EU shall maintain the technical documentation as part of the documentation concerning internal governance, arrangements, processes and mechanisms pursuant to Article 74 of that Directive.|71c6ade6c55c433f9ebf7f6f00eee50d|||
technical documentation|ce marking of conformity|High-risk AI systems shall undergo the relevant conformity assessment procedure in accordance with Article 43, prior to their placing on the market or putting into service. Where the compliance of the AI systems with the requirements set out in Chapter 2 of this Title has been demonstrated following that conformity assessment, the providers shall draw up an EU declaration of conformity in accordance with Article 48 and affix the CE marking of conformity in accordance with Article 49.|71c6ade6c55c433f9ebf7f6f00eee50d|||
providers|high-risk ai systems referred to in point 5(b) of annex iii|For high-risk AI systems referred to in point 5(b) of Annex III that are placed on the market or put into service by providers that are credit institutions regulated by Directive 2013/36/EU, the conformity assessment shall be carried out as part of the procedure referred to in Articles 97 to101 of that Directive.|71c6ade6c55c433f9ebf7f6f00eee50d|||
providers|logs automatically generated by ai systems|Providers of high-risk AI systems shall keep the logs automatically generated by AI systems.|71c6ade6c55c433f9ebf7f6f00eee50d|||
high-risk ai systems|logs automatically generated by high-risk ai systems|Providers of high-risk AI systems shall keep the logs automatically generated by their high-risk AI systems, to the extent such logs are under their control by virtue of a contractual arrangement with the user or otherwise by law.|7c215a4a77bd411d810b69254f45861f|||
providers|high-risk ai systems|Providers of high-risk AI systems shall maintain the logs automatically generated by their high-risk AI systems as part of the documentation under Articles 74 of Directive 2013/36/EU.|7c215a4a77bd411d810b69254f45861f|||
high-risk ai system|corrective actions|Providers of high-risk AI systems which consider or have reason to consider that a high-risk AI system which they have placed on the market or put into service is not in conformity with this Regulation shall immediately take the necessary corrective actions to bring that system into conformity, to withdraw it or to recall it, as appropriate.|7c215a4a77bd411d810b69254f45861f|||
